web-scraper-order,web-scraper-start-url,Link,Link-href,name,price,capacity,type,frequency,latency,image-src
"1698055789-322","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1047067-pamiec-ram-ddr4-adata-16gb-2x8gb-3200mhz-cl16-spectrix-d60g-rgb.html","ADATA 16GB (2x8GB) 3200MHz CL16  Spectrix D60G RGB","239,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_12_16_2_16_922_02.jpg"
"1698055795-323","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063541-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl32-renegade-rgb.html","Kingston FURY 32GB (2x16GB) 6000MHz CL32 Renegade RGB","679,00 zł","32 GB","DDR5","6000 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_11_26_41_540_01.jpg"
"1698055803-324","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/258000-pamiec-ram-ddr4-corsair-16gb-2x8gb-2400mhz-cl14-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 2400MHz CL14 Vengeance LPX Black","199,00 zł","16 GB","DDR4","2400 MHz","CL 14","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,pr_2015_9_7_14_26_19_882.jpg"
"1698055809-325","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624294-pamiec-ram-ddr4-corsair-32gb-2x16gb-3200mhz-cl16-vengeance-rgb-pro-sl-wh.html","Corsair 32GB (2x16GB) 3200MHz CL16 Vengeance RGB PRO SL Wh","399,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_10_55_25_296_00.jpg"
"1698055815-326","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667830-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3600mhz-cl18-beast-rgb.html","Kingston FURY 32GB (2x16GB) 3600MHz CL18 Beast RGB","459,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698055822-327","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1043028-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5600mhz-cl40-beast-rgb.html","Kingston FURY 32GB (2x16GB) 5600MHz CL40 Beast RGB","589,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_23_9_20_42_827_01.jpg"
"1698055826-328","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1061955-pamiec-ram-ddr4-adata-32gb-2x16gb-3600mhz-cl18-gammix-d10.html","ADATA 32GB (2x16GB) 3600MHz CL18 Gammix D10","379,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_25_12_50_25_494_03.jpg"
"1698055834-329","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/335078-pamiec-ram-ddr4-corsair-16gb-1x16gb-2133mhz-cl15-valueselect.html","Corsair 16GB (1x16GB) 2133MHz CL15 ValueSelect","179,00 zł","16 GB","DDR4","2133 MHz","CL 15","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_8_38_54_932.jpg"
"1698055838-330","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063542-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6400mhz-cl32-renegade-silver.html","Kingston FURY 32GB (2x16GB) 6400MHz CL32 Renegade Silver","769,00 zł","32 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_11_23_15_994_00.jpg"
"1698055844-331","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1102376-pamiec-ram-ddr5-corsair-32gb-2x16gb-7200mhz-cl34-vengeance-rgb.html","Corsair 32GB (2x16GB) 7200MHz CL34 Vengeance RGB","809,00 zł","32 GB","DDR5","7200 MHz","CL 34","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_21_6_49_52_778_02.jpg"
"1698055850-332","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667228-pamiec-ram-ddr4-kingston-fury-8gb-1x8gb-2666mhz-cl16-beast-black.html","Kingston FURY 8GB (1x8GB) 2666MHz CL16 Beast Black","119,00 zł","8 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698055856-333","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116006-pamiec-ram-ddr5-kingston-fury-16gb-2x8gb-5600mhz-cl36-beast-rgb-expo.html","Kingston FURY 16GB (2x8GB) 5600MHz CL36 Beast RGB EXPO","349,00 zł","16 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_22_33_742_00.jpg"
"1698055865-334","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667187-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-2666mhz-cl16-beast-black.html","Kingston FURY 16GB (1x16GB) 2666MHz CL16 Beast Black","199,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698055870-335","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668068-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-renegade-black.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Renegade Black","369,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_39_4_156_02.jpg"
"1698055875-336","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116169-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5600mhz-cl36-beast-black-expo.html","Kingston FURY 64GB (2x32GB) 5600MHz CL36 Beast Black EXPO","1 019,00 zł","64 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_15_13_18_988_00.jpg"
"1698055881-337","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/257996-pamiec-ram-ddr4-corsair-16gb-2x8gb-2133mhz-cl13-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 2133MHz CL13 Vengeance LPX Black","209,00 zł","16 GB","DDR4","2133 MHz","CL 13","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_8_44_42_378.jpg"
"1698055889-338","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/294536-pamiec-ram-ddr4-corsair-16gb-2x8gb-2400mhz-cl16-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 2400MHz CL16  Vengeance LPX Black","199,00 zł","16 GB","DDR4","2400 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_2_18_513.jpg"
"1698055898-339","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/545488-pamiec-ram-ddr4-patriot-16gb-2x8gb-3600mhz-cl17-viper-4.html","Patriot 16GB (2x8GB) 3600MHz CL17 Viper 4","199,00 zł","16 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698055902-340","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/738872-pamiec-ram-ddr4-corsair-32gb-2x16gb-3600mhz-cl18-vengeance-lpx.html","Corsair 32GB (2x16GB) 3600MHz CL18 Vengeance LPX","339,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_5_13_10_38_560_00.jpg"
"1698055907-341","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1182434-pamiec-ram-ddr5-corsair-32gb-2x16gb-5600mhz-cl40-vengeance.html","Corsair 32GB (2x16GB) 5600MHz CL40 VENGEANCE","489,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_7_13_10_7_257_03.jpg"
"1698055915-342","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667087-pamiec-ram-ddr4-kingston-fury-8gb-1x8gb-3200mhz-cl16-beast-black.html","Kingston FURY 8GB (1x8GB) 3200MHz CL16 Beast Black","103,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698055922-343","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/475611-pamiec-ram-ddr4-patriot-16gb-2x8gb-4400mhz-cl19-viper-steel.html","Patriot 16GB (2x8GB) 4400MHz CL19 Viper Steel","359,00 zł","16 GB","DDR4","4400 MHz","CL 19","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698055929-344","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1054029-pamiec-ram-ddr5-kingston-fury-16gb-2x8gb-5200mhz-cl40-beast-black.html","Kingston FURY 16GB (2x8GB) 5200MHz CL40 Beast Black","319,00 zł","16 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_9_53_43_843_03.jpg"
"1698055933-345","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073766-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-5600mhz-cl40-beast-black.html","Kingston FURY 64GB (2x32GB) 5600MHz CL40 Beast Black","1 059,00 zł","64 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_56_21_646_02.jpg"
"1698055939-346","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/427809-pamiec-ram-ddr4-gskill-32gb-2x16gb-3000mhz-cl16-aegis.html","G.SKILL 32GB (2x16GB) 3000MHz CL16 Aegis","329,00 zł","32 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_30_15_211.jpg"
"1698055944-347","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/655049-pamiec-ram-ddr4-gskill-32gb-2x16gb-3600mhz-cl18-ripjawsv.html","G.SKILL 32GB (2x16GB) 3600MHz CL18 RipjawsV","369,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_23_31_969.jpg"
"1698055951-348","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/713187-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5600mhz-cl40-beast-black.html","Kingston FURY 32GB (2x16GB) 5600MHz CL40 Beast Black","545,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_56_21_646_02.jpg"
"1698055961-349","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/714971-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl40-beast-black.html","Kingston FURY 32GB (2x16GB) 6000MHz CL40 Beast Black","580,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_56_21_646_02.jpg"
"1698055968-350","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072100-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5600mhz-cl36-beast-rgb-expo-amd.html","Kingston FURY 32GB (2x16GB) 5600MHz CL36 Beast RGB EXPO AMD","629,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_22_33_742_00.jpg"
"1698055977-351","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/509442-pamiec-ram-ddr4-corsair-16gb2x8gb-3600mhz-cl18-vengeance-rgb-pro.html","Corsair 16GB(2x8GB) 3600MHz CL18 Vengeance RGB Pro","255,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_24_18_16_10_97_06.jpg"
"1698055983-352","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/586462-pamiec-ram-ddr4-gskill-16gb-1x16gb-3200mhz-cl16-aegis.html","G.SKILL 16GB (1x16GB) 3200MHz CL16 Aegis","175,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_27_34_631.jpg"
"1698055989-353","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/723298-pamiec-ram-ddr4-adata-32gb-2x16gb-3200mhz-gammix-d10.html","ADATA 32GB (2x16GB) 3200MHz Gammix D10","329,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_25_12_50_25_494_03.jpg"
"1698055999-354","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139022-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6000mhz-cl36-fury-beast-white-expo.html","Kingston FURY 32GB (2x16GB) 6000MHz CL36 FURY Beast White EXPO","569,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_18_14_56_30_447_00.jpg"
"1698056007-355","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116197-pamiec-ram-ddr5-kingston-fury-16gb-2x8gb-6000mhz-cl36-beast-black-expo.html","Kingston FURY 16GB (2x8GB) 6000MHz CL36 Beast Black EXPO","369,00 zł","16 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_15_13_18_988_00.jpg"
"1698056016-356","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/648294-pamiec-ram-ddr4-goodram-8gb-1x8gb-3200mhz-cl16-irdm-x-black.html","GOODRAM 8GB (1x8GB) 3200MHz CL16 IRDM X Black","99,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/12/pr_2017_12_5_13_28_55_940_00.jpg"
"1698056026-357","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1063543-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-6400mhz-cl32-renegade-rgb.html","Kingston FURY 32GB (2x16GB) 6400MHz CL32 Renegade RGB","759,00 zł","32 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/8/pr_2022_8_11_11_26_41_540_01.jpg"
"1698056032-358","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1073089-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-beast-white-rgb.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Beast White RGB","429,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_19_13_33_15_69_02.jpg"
"1698056038-359","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1167797-pamiec-ram-ddr5-corsair-32gb-2x16gb-6400mhz-cl32-vengeance-rgb.html","Corsair 32GB (2x16GB) 6400MHz CL32 Vengeance RGB","689,00 zł","32 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_21_6_49_52_778_02.jpg"
"1698056042-360","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/716588-pamiec-ram-ddr5-gskill-32gb-2x16gb-6000mhz-cl36-trident-z5-rgb.html","G.SKILL 32GB (2x16GB) 6000MHz CL36 Trident Z5 RGB","599,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_26_14_24_13_965_01.jpg"
"1698056051-361","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/545506-pamiec-ram-ddr4-patriot-16gb-2x8gb-3733mhz-cl17-viper-steel.html","Patriot 16GB (2x8GB) 3733MHz CL17 Viper Steel","219,00 zł","16 GB","DDR4","3733 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_17_828_00.jpg"
"1698056058-362","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/658860-pamiec-ram-ddr4-adata-16gb-2x8gb-3200mhz-cl16-xpg-gammix-d10.html","ADATA 16GB (2x8GB) 3200MHz CL16 XPG Gammix D10","185,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2018/7/pr_2018_7_25_12_50_25_494_03.jpg"
"1698056064-363","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1053950-pamiec-ram-ddr4-goodram-16gb-2x8gb-3600mhz-cl18-irdm-pro-white.html","GOODRAM 16GB (2x8GB) 3600MHz CL18 IRDM PRO White","219,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_8_29_31_669_00.jpg"
"1698056070-364","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1182223-pamiec-ram-ddr5-goodram-32gb-2x16gb-6000mhz-cl30-irdm-black-v-silver.html","GOODRAM 32GB (2x16GB) 6000MHz CL30 IRDM BLACK V SILVER","589,00 zł","32 GB","DDR5","6000 MHz","CL 30","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_22_8_53_46_748_00.jpg"
"1698056075-365","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/436664-pamiec-ram-ddr4-goodram-8gb-1x8gb-2400mhz-cl17.html","GOODRAM 8GB (1x8GB) 2400MHz CL17","95,00 zł","8 GB","DDR4","2400 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/4/pr_2020_4_27_14_22_33_907_00.jpg"
"1698056081-366","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/176084-pamiec-ram-ddr3-goodram-8gb-1x8gb-1333mhz-cl9.html","GOODRAM 8GB (1x8GB) 1333MHz CL9","85,00 zł","8 GB","DDR3","1333 MHz","CL 9","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_9_2_13_235.jpg"
"1698056087-367","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/440686-pamiec-ram-ddr4-gskill-16gb-2x8gb-3200mhz-cl16-trident-z-rgb.html","G.SKILL 16GB (2x8GB) 3200MHz CL16 Trident Z RGB","319,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_9_10_11_472.jpg"
"1698056098-368","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667805-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3200mhz-cl16-beast-rgb.html","Kingston FURY 32GB (2x16GB) 3200MHz CL16 Beast RGB","399,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698056103-369","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668388-pamiec-ram-ddr4-kingston-fury-32gb-2x16gb-3600mhz-cl16-renegade-rgb.html","Kingston FURY 32GB (2x16GB) 3600MHz CL16 Renegade RGB","489,00 zł","32 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_13_14_30_56_82_02.jpg"
"1698056110-370","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/116492-pamiec-ram-ddr3-patriot-16gb-2x8gb-1600mhz-cl9-viper-3.html","Patriot 16GB (2x8GB) 1600MHz CL9 Viper 3","225,00 zł","16 GB","DDR3","1600 MHz","CL 9","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,pr_2015_6_9_12_28_37_477.jpg"
"1698056114-371","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/647611-pamiec-ram-ddr4-goodram-16gb-1x16gb-3600mhz-cl18-irdm-pro-deep-black.html","GOODRAM 16GB (1x16GB) 3600MHz CL18 IRDM PRO Deep Black","189,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_27_12_27_23_240_02.jpg"
"1698056121-372","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667287-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3200mhz-cl16-beast-black.html","Kingston FURY 16GB (1x16GB) 3200MHz CL16 Beast Black","179,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698056127-373","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1072072-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-5600mhz-cl36-beast-black-expo-amd.html","Kingston FURY 32GB (2x16GB) 5600MHz CL36 Beast Black EXPO AMD","579,00 zł","32 GB","DDR5","5600 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/9/pr_2022_9_13_13_19_33_333_00.jpg"
"1698056134-374","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/579422-pamiec-ram-ddr4-patriot-32gb-2x16gb-3200mhz-cl16-viper-blackout.html","Patriot 32GB (2x16GB) 3200MHz CL16 Viper Blackout","319,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/2/pr_2021_2_10_13_47_16_810_00.jpg"
