web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698057572-527","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/584016-monitor-led-32-i-wiekszy-lenovo-thinkvision-t32h-20-czarny.html","Lenovo ThinkVision T32h-20 czarny","1 999,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/8/pr_2020_8_12_13_41_47_840_00.jpg"
"1698057579-528","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/589075-monitor-led-27-eizo-flexscan-ev2795-bk.html","Eizo FlexScan EV2795-BK","2 999,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/9/pr_2020_9_9_14_19_31_275_00.jpg"
"1698057588-529","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/597736-monitor-led-32-i-wiekszy-asus-rog-swift-pg329q.html","ASUS ROG SWIFT PG329Q","2 899,00 zł","32""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_13_14_18_70_00.jpg"
"1698057596-530","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/609282-monitor-led-27-lenovo-thinkvision-t27q-20.html","Lenovo ThinkVision T27q-20","1 499,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/11/pr_2020_11_30_9_51_47_890_03.jpg"
"1698057603-531","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/611430-monitor-led-27-hp-27mq.html","HP 27mq","999,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/12/pr_2020_12_7_12_57_45_68_00.jpg"
"1698057610-532","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/637267-monitor-led-24-asus-tuf-vg24vqe-curved.html","ASUS TUF VG24VQE Curved","799,00 zł","23,6""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_7_54_31_593_00.jpg"
"1698057615-533","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/637268-monitor-led-21-i-mniejszy-asus-proart-pa148ctv.html","ASUS ProArt PA148CTV","1 899,00 zł","14""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_10_53_53_296_00.jpg"
"1698057620-534","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/637285-monitor-led-24-aoc-24p2q.html","AOC 24P2Q","819,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_10_50_10_987_00.jpg"
"1698057627-535","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/638265-monitor-led-24-aoc-24b2xdm.html","AOC 24B2XDM","389,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_9_52_18_32_00.jpg"
"1698057633-536","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/645716-monitor-led-24-acer-b248ybemiqprcuzx-czarny.html","Acer B248YBEMIQPRCUZX czarny","999,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_19_15_27_47_681_00.jpg"
"1698057640-537","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651470-monitor-led-22-philips-222s1ae-00.html","Philips 222S1AE/00","709,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_7_24_21_841_00.jpg"
"1698057646-538","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651490-monitor-led-24-philips-245b1-00.html","Philips 245B1/00","869,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_9_8_43_52_998_00.jpg"
"1698057653-539","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/651500-monitor-led-24-asus-tuf-vg24vqr-curved.html","ASUS TUF VG24VQR Curved","859,00 zł","23,6""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_8_53_59_316_00.jpg"
"1698057661-540","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/652175-monitor-led-27-philips-271v8l-00.html","Philips 271V8L/00","519,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_14_58_58_712_00.jpg"
"1698057668-541","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/659123-monitor-led-27-benq-pd2725u-czarny.html","BenQ PD2725U czarny","4 459,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_13_7_0_42_602_00.jpg"
"1698057675-542","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/671046-monitor-led-32-i-wiekszy-nec-multisync-e558-czarny.html","Nec MultiSync E558 czarny","3 849,00 zł","55""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_29_14_18_23_344_07.jpg"
"1698057683-543","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/678450-monitor-led-32-i-wiekszy-dell-s3222dgm.html","Dell S3222DGM","1 599,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_57_14_332_00.jpg"
"1698057690-544","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/685064-monitor-led-24-hp-m24f.html","HP M24f","699,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/9/pr_2021_9_30_14_9_10_925_05.jpg"
"1698057698-545","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/685410-monitor-led-27-hp-m27fwa.html","HP M27fwa","849,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_4_10_15_0_191_03.jpg"
"1698057705-546","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/685788-monitor-led-32-i-wiekszy-asus-proart-pa329cv.html","ASUS ProArt PA329CV","3 499,00 zł","32""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_13_33_39_274_00.jpg"
"1698057713-547","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/692560-monitor-led-24-hp-omen-25i-gaming.html","HP OMEN 25i Gaming","999,00 zł","24,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_11_14_3_1_633_02.jpg"
"1698057719-548","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/724884-monitor-led-24-dell-c2423h.html","Dell C2423H","989,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_34_28_350_00.jpg"
"1698057727-549","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/730711-monitor-led-27-apple-studio-display-nano.html","Apple Studio Display Nano","8 999,00 zł","27""","5120 x 2880","Retina","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/3/pr_2022_3_11_13_43_6_959_00.jpg"
"1698057733-550","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/737544-monitor-led-24-asus-va24dqsb.html","ASUS VA24DQSB","769,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_24_15_42_5_277_00.jpg"
"1698057740-551","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/738431-monitor-led-21-i-mniejszy-asus-zenscreen-mb166c.html","ASUS ZenScreen MB166C","819,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_25_8_35_46_7_00.jpg"
"1698057748-552","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/738907-monitor-led-24-hp-m24-webcam.html","HP M24 Webcam","1 099,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_5_7_23_10_980_00.jpg"
"1698057754-553","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/740462-monitor-led-24-hp-m24fd-474u1e9.html","HP M24fd (474U1E9)","799,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_6_15_32_23_701_04.jpg"
"1698057762-554","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/744046-monitor-led-27-benq-ew2880u.html","BenQ EW2880U","1 759,00 zł","28""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_12_15_1_24_206_00.jpg"
"1698057769-555","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/745974-monitor-led-21-i-mniejszy-asus-zenscreen-go-mb16awp.html","ASUS ZenScreen GO MB16AWP","1 899,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_12_23_31_511_00.jpg"
"1698057778-556","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1046861-monitor-led-32-i-wiekszy-lenovo-thinkvision-e29w-20.html","Lenovo ThinkVision E29w-20","1 399,00 zł","29""","2560 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/6/pr_2022_6_3_10_32_56_218_00.jpg"
"1698057786-557","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1053009-monitor-led-27-sony-inzone-m9-4k.html","Sony INZONE M9 4K","4 999,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_29_7_35_23_139_00.jpg"
"1698057793-558","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1076928-monitor-led-27-msi-optix-mag274qrx-czarny.html","MSI Optix MAG274QRX czarny","2 799,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_14_59_40_111_00.jpg"
"1698057799-559","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1078076-monitor-led-22-dell-e2223hv.html","Dell E2223HV","399,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_6_39_26_706_00.jpg"
"1698057806-560","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1079046-monitor-led-24-msi-pro-mp241x.html","MSI PRO MP241X","449,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_1_7_56_32_522_00.jpg"
"1698057815-561","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1079427-monitor-led-22-dell-se2222h-5y.html","Dell SE2222H 5Y","489,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_6_34_36_834_00.jpg"
"1698057821-562","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1080458-monitor-led-21-i-mniejszy-asus-zenscreen-oled-mq16ah-przenosny.html","ASUS ZenScreen OLED MQ16AH Przenośny","2 099,00 zł","15,6""","1920 x 1080","OLED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_11_36_33_776_01.jpg"
"1698057827-563","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1080461-monitor-led-21-i-mniejszy-asus-zenscreen-ink-mb14ahd-przenosny.html","ASUS ZenScreen Ink MB14AHD Przenośny","1 789,00 zł","14""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_28_10_48_24_466_00.jpg"
"1698057835-564","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088936-monitor-led-24-philips-242s9jal-00.html","Philips 242S9JAL/00","539,00 zł","23,8""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_15_9_1_756_00.jpg"
"1698057842-565","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088988-monitor-led-32-i-wiekszy-philips-32e1n3600la-00.html","Philips 32E1N3600LA/00","1 249,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_15_11_47_38_755_06.jpg"
"1698057847-566","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1088989-monitor-led-32-i-wiekszy-philips-32m1c5500vl-00-curved.html","Philips 32M1C5500VL/00 Curved","1 159,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/11/pr_2022_11_15_11_12_45_831_06.jpg"
"1698057855-567","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1091608-monitor-led-27-benq-mobiuz-ex270m.html","BenQ Mobiuz EX270M","1 649,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_2_6_49_35_5_00.jpg"
"1698057863-568","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1104146-monitor-led-22-asus-vp229he.html","ASUS VP229HE","539,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_30_13_18_26_957_00.jpg"
"1698057869-569","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107256-monitor-led-21-i-mniejszy-asus-zenscreen-mb166b.html","ASUS ZenScreen MB166B","749,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_12_39_49_361_00.jpg"
"1698057875-570","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1107295-monitor-led-27-asus-va27eqsb.html","ASUS VA27EQSB","949,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_12_8_44_25_60_00.jpg"
"1698057881-571","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1108304-monitor-led-24-hp-24mh.html","HP 24mh","749,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_30_10_36_19_299_05.jpg"
"1698057886-572","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1109792-monitor-led-24-msi-pro-mp243p.html","MSI PRO MP243P","599,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_19_12_1_57_515_08.jpg"
"1698057893-573","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1109824-monitor-led-27-msi-modern-md272qp.html","MSI Modern MD272QP","1 399,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_19_11_15_50_60_00.jpg"
"1698057898-574","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1111813-monitor-led-32-i-wiekszy-gigabyte-m32u-ae.html","Gigabyte M32U AE","3 299,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/1/pr_2023_1_26_12_34_2_932_01.jpg"
"1698057904-575","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1123960-monitor-led-21-i-mniejszy-msi-pro-mp161.html","MSI PRO MP161","719,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_8_8_28_33_700_04.jpg"
"1698057911-576","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1127796-monitor-led-32-i-wiekszy-lenovo-g34w-30.html","Lenovo G34w-30","1 799,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_17_13_35_39_738_00.jpg"
"1698057916-577","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1129532-monitor-led-32-i-wiekszy-samsung-s32a700nwpx.html","Samsung S32A700NWPX","1 449,00 zł","32""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/4/pr_2023_4_12_10_23_46_629_00.jpg"
"1698057923-578","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142924-monitor-led-27-philips-evnia-27m2c5500w-00.html","Philips Evnia 27M2C5500W/00","1 799,00 zł","27""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_2_12_0_45_189_00.jpg"
"1698057930-579","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1142925-monitor-led-27-philips-27m1n5200pa-00.html","Philips 27M1N5200PA/00","1 499,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_5_8_29_12_961_00.jpg"
"1698057936-580","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1144398-monitor-led-27-msi-modern-md271ul.html","MSI Modern MD271UL","1 699,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_15_12_8_18_784_00.jpg"
"1698057943-581","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1144790-monitor-led-32-i-wiekszy-asus-rog-strix-xg49wcr.html","ASUS ROG Strix XG49WCR","5 499,00 zł","49""","5120 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_2_13_58_0_742_00.jpg"
"1698057950-582","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145719-monitor-led-22-viewsonic-vg2240.html","ViewSonic VG2240","749,00 zł","22""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_22_12_51_59_364_05.jpg"
"1698057957-583","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1145786-monitor-led-27-viewsonic-va2715-2k-mhd.html","ViewSonic VA2715-2K-MHD","799,00 zł","27""","LED, VA","F","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/5/pr_2023_5_22_10_51_26_795_00.jpg"
"1698057964-584","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1147028-monitor-led-24-philips-evnia-25m2n3200w-00.html","Philips Evnia 25M2N3200W/00","829,00 zł","24,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_31_8_45_7_559_00.jpg"
"1698057970-585","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1155763-monitor-led-27-samsung-smart-s27cm500euxdu.html","Samsung Smart S27CM500EUXDU","699,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_29_13_38_49_867_00.jpg"
"1698057977-586","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1159598-monitor-led-27-hp-omen-27qs-qhd-ips-240hz-1ms-gaming.html","HP OMEN 27qs QHD IPS 240Hz 1ms Gaming","1 999,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_10_7_38_31_816_04.jpg"
"1698057984-587","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1161411-monitor-led-32-i-wiekszy-iiyama-prolite-xub3294qsu-b1.html","iiyama ProLite XUB3294QSU-B1","1 169,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_16_14_42_35_794_06.jpg"
"1698057989-588","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163332-monitor-led-24-iiyama-xub2492hsu-w5.html","iiyama XUB2492HSU-W5","779,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_13_54_30_603_04.jpg"
"1698057994-589","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163334-monitor-led-24-iiyama-xub2492hsc-b5.html","iiyama XUB2492HSC-B5","869,00 zł","24""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_28_14_44_32_224_01.jpg"
"1698058000-590","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163338-monitor-led-24-iiyama-xub2495wsu-b5.html","iiyama XUB2495WSU-B5","1 199,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_11_23_28_682_05.jpg"
"1698058006-591","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163350-monitor-led-27-iiyama-xub2792hsc-b5.html","iiyama XUB2792HSC-B5","1 049,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_12_9_49_892_01.jpg"
"1698058014-592","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163355-monitor-led-27-iiyama-g-master-gb2790qsu-b5-gold-phoenix.html","iiyama G-Master GB2790QSU-B5 Gold Phoenix","2 169,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_27_16_4_26_143_00.jpg"
"1698058022-593","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1163366-monitor-led-22-iiyama-x2283hsu-b1.html","iiyama X2283HSU-B1","449,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/7/pr_2023_7_25_13_33_15_336_03.jpg"
"1698058029-594","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165183-monitor-led-22-dell-p2222h-5y.html","Dell P2222H/5Y","759,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_7_44_41_961_00.jpg"
"1698058036-595","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165205-monitor-led-27-benq-pd2705ua.html","BenQ PD2705UA","2 599,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_11_21_40_620_00.jpg"
"1698058041-596","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165211-monitor-led-22-chiq-22p610fs.html","ChiQ 22P610FS","459,00 zł","22""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_3_13_46_54_818_00.jpg"
"1698058047-597","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169483-monitor-led-24-philips-24e1n5300ae-00.html","Philips 24E1N5300AE/00","779,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_46_11_329_00.jpg"
"1698058053-598","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169519-monitor-led-32-i-wiekszy-philips-45b1u6900c-00.html","Philips 45B1U6900C/00","3 699,00 zł","44,5""","5120 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_8_54_42_669_00.jpg"
